Match ID,0-10 Team 1 Runs,0-10 Team 1 Wickets,10-20 Team 1 Runs,10-20 Team 1 Wickets,20-30 Team 1 Runs,20-30 Team 1 Wickets,30-40 Team 1 Runs,30-40 Team 1 Wickets,40-50 Team 1 Runs,40-50 Team 1 Wickets,0-10 Team 2 Runs,0-10 Team 2 Wickets,10-20 Team 2 Runs,10-20 Team 2 Wickets,20-30 Team 2 Runs,20-30 Team 2 Wickets,30-40 Team 2 Runs,30-40 Team 2 Wickets,40-50 Team 2 Runs,40-50 Team 2 Wickets,0-10 Team 1 RunRate,0-10 Team 1 Avg,10-20 Team 1 RunRate,10-20 Team 1 Avg,20-30 Team 1 RunRate,20-30 Team 1 Avg,30-40 Team 1 RunRate,30-40 Team 1 Avg,40-50 Team 1 RunRate,40-50 Team 1 Avg,0-10 Team 2 RunRate,0-10 Team 2 Avg,10-20 Team 2 RunRate,10-20 Team 2 Avg,20-30 Team 2 RunRate,20-30 Team 2 Avg,30-40 Team 2 RunRate,30-40 Team 2 Avg,40-50 Team 2 RunRate,40-50 Team 2 Avg,Team 1 Total Runs,Team 1 Total Wickets,Team 1 Match RunRate,Team 1 Match Average,Team 2 Total Runs,Team 2 Total Wickets,Team 2 Match RunRate,Team 2 Match Average
226390,25,2,46,2,29,1,32,1,21,4,38,1,33,1,49,0,41,1,0,0,2.5,12.5,4.6,23.0,2.9,29.0,3.2,32.0,2.1,5.25,3.8,38.0,3.3,33.0,4.9,49.0,4.1,41.0,0.0,0.0,153,10,3.06,15.3,161,3,3.22,53.67
226391,35,1,51,0,46,1,40,2,67,3,59,1,32,1,38,1,50,1,51,1,3.5,35.0,5.1,51.0,4.6,46.0,4.0,20.0,6.7,22.33,5.9,59.0,3.2,32.0,3.8,38.0,5.0,50.0,5.1,51.0,239,7,4.78,34.14,230,5,4.6,46.0
226392,36,2,51,1,44,1,32,3,48,2,50,1,59,2,35,1,30,3,24,3,3.6,18.0,5.1,51.0,4.4,44.0,3.2,10.67,4.8,24.0,5.0,50.0,5.9,29.5,3.5,35.0,3.0,10.0,2.4,8.0,211,9,4.22,23.44,198,10,3.96,19.8
235831,41,1,74,1,63,0,74,1,60,7,59,1,56,0,59,0,85,4,40,2,4.1,41.0,7.4,74.0,6.3,63.0,7.4,74.0,6.0,8.57,5.9,59.0,5.6,56.0,5.9,59.0,8.5,21.25,4.0,20.0,312,10,6.24,31.2,299,7,5.98,42.71
236358,45,1,45,0,36,1,52,1,83,5,48,0,39,4,52,1,36,3,56,2,4.5,45.0,4.5,45.0,3.6,36.0,5.2,52.0,8.3,16.6,4.8,48.0,3.9,9.75,5.2,52.0,3.6,12.0,5.6,28.0,261,8,5.22,32.62,231,10,4.62,23.1
236520,46,3,47,1,53,0,55,2,55,4,58,0,63,2,58,0,52,1,21,0,4.6,15.33,4.7,47.0,5.3,53.0,5.5,27.5,5.5,13.75,5.8,58.0,6.3,31.5,5.8,58.0,5.2,52.0,2.1,21.0,256,10,5.12,25.6,252,3,5.04,84.0
236595,44,3,59,0,63,0,63,0,132,2,44,2,68,1,43,5,37,2,0,0,4.4,14.67,5.9,59.0,6.3,63.0,6.3,63.0,13.2,66.0,4.4,22.0,6.8,68.0,4.3,8.6,3.7,18.5,0.0,0.0,361,5,7.22,72.2,192,10,3.84,19.2
236809,49,2,37,2,45,1,50,1,85,2,32,2,52,1,66,0,53,2,67,0,4.9,24.5,3.7,18.5,4.5,45.0,5.0,50.0,8.5,42.5,3.2,16.0,5.2,52.0,6.6,66.0,5.3,26.5,6.7,67.0,266,8,5.32,33.25,270,5,5.4,54.0
236963,35,2,41,0,55,1,66,0,64,6,39,0,68,0,73,0,46,1,31,0,3.5,17.5,4.1,41.0,5.5,55.0,6.6,66.0,6.4,10.67,3.9,39.0,6.8,68.0,7.3,73.0,4.6,46.0,3.1,31.0,261,9,5.22,29.0,257,1,5.14,257.0
237222,23,1,39,3,41,1,29,4,12,1,40,2,53,0,43,3,18,0,0,0,2.3,23.0,3.9,13.0,4.1,41.0,2.9,7.25,1.2,12.0,4.0,20.0,5.3,53.0,4.3,14.33,1.8,18.0,0.0,0.0,144,10,2.88,14.4,154,5,3.08,30.8
237568,34,0,56,0,56,1,62,1,57,7,34,2,53,0,45,2,48,3,18,3,3.4,34.0,5.6,56.0,5.6,56.0,6.2,62.0,5.7,8.14,3.4,17.0,5.3,53.0,4.5,22.5,4.8,16.0,1.8,6.0,265,9,5.3,29.44,198,10,3.96,19.8
237571,42,0,41,3,50,1,57,0,75,4,42,0,38,1,54,0,58,1,80,0,4.2,42.0,4.1,13.67,5.0,50.0,5.7,57.0,7.5,18.75,4.2,42.0,3.8,38.0,5.4,54.0,5.8,58.0,8.0,80.0,265,8,5.3,33.12,272,2,5.44,136.0
237574,33,4,30,2,26,2,19,2,0,0,38,2,59,0,9,3,0,0,0,0,3.3,8.25,3.0,15.0,2.6,13.0,1.9,9.5,0.0,0.0,3.8,19.0,5.9,59.0,0.9,3.0,0.0,0.0,0.0,0.0,108,10,2.16,10.8,106,5,2.12,21.2
238169,17,1,49,1,38,1,48,3,49,4,39,1,44,1,40,1,31,2,45,1,1.7,17.0,4.9,49.0,3.8,38.0,4.8,16.0,4.9,12.25,3.9,39.0,4.4,44.0,4.0,40.0,3.1,15.5,4.5,45.0,201,10,4.02,20.1,199,6,3.98,33.17
238170,22,2,54,0,47,1,69,0,109,4,28,2,45,1,42,0,41,3,65,3,2.2,11.0,5.4,54.0,4.7,47.0,6.9,69.0,10.9,27.25,2.8,14.0,4.5,45.0,4.2,42.0,4.1,13.67,6.5,21.67,301,7,6.02,43.0,221,9,4.42,24.56
238173,34,2,33,2,33,0,44,1,24,5,84,0,29,3,22,1,30,2,14,0,3.4,17.0,3.3,16.5,3.3,33.0,4.4,44.0,2.4,4.8,8.4,84.0,2.9,9.67,2.2,22.0,3.0,15.0,1.4,14.0,168,10,3.36,16.8,179,6,3.58,29.83
238174,61,1,25,2,31,0,47,0,74,2,27,3,35,1,27,0,47,1,35,5,6.1,61.0,2.5,12.5,3.1,31.0,4.7,47.0,7.4,37.0,2.7,9.0,3.5,35.0,2.7,27.0,4.7,47.0,3.5,7.0,238,5,4.76,47.6,171,10,3.42,17.1
238175,26,2,21,1,29,1,24,3,5,3,52,0,49,0,19,1,0,0,0,0,2.6,13.0,2.1,21.0,2.9,29.0,2.4,8.0,0.5,1.67,5.2,52.0,4.9,49.0,1.9,19.0,0.0,0.0,0.0,0.0,105,10,2.1,10.5,120,1,2.4,120.0
238176,7,1,36,2,40,1,41,0,66,5,23,4,59,1,35,1,47,1,15,0,0.7,7.0,3.6,18.0,4.0,40.0,4.1,41.0,6.6,13.2,2.3,5.75,5.9,59.0,3.5,35.0,4.7,47.0,1.5,15.0,190,9,3.8,21.11,179,7,3.58,25.57
238177,44,1,34,2,37,1,53,0,85,2,66,2,58,0,25,4,33,2,68,2,4.4,44.0,3.4,17.0,3.7,37.0,5.3,53.0,8.5,42.5,6.6,33.0,5.8,58.0,2.5,6.25,3.3,16.5,6.8,34.0,253,6,5.06,42.17,250,10,5.0,25.0
238178,33,0,71,1,51,0,71,0,80,5,40,1,46,2,40,1,48,0,43,4,3.3,33.0,7.1,71.0,5.1,51.0,7.1,71.0,8.0,16.0,4.0,40.0,4.6,23.0,4.0,40.0,4.8,48.0,4.3,10.75,306,6,6.12,51.0,217,8,4.34,27.12
238179,40,2,44,1,30,1,46,1,60,5,9,1,44,1,57,2,41,1,80,2,4.0,20.0,4.4,44.0,3.0,30.0,4.6,46.0,6.0,12.0,0.9,9.0,4.4,44.0,5.7,28.5,4.1,41.0,8.0,40.0,220,10,4.4,22.0,231,7,4.62,33.0
238188,55,2,19,3,37,0,31,2,40,3,48,2,65,2,22,3,22,3,0,0,5.5,27.5,1.9,6.33,3.7,37.0,3.1,15.5,4.0,13.33,4.8,24.0,6.5,32.5,2.2,7.33,2.2,7.33,0.0,0.0,182,10,3.64,18.2,157,10,3.14,15.7
238189,42,0,38,2,41,0,41,2,51,6,44,0,17,3,40,2,43,0,65,1,4.2,42.0,3.8,19.0,4.1,41.0,4.1,20.5,5.1,8.5,4.4,44.0,1.7,5.67,4.0,20.0,4.3,43.0,6.5,65.0,213,10,4.26,21.3,209,6,4.18,34.83
238190,37,1,43,0,58,3,42,0,95,2,41,2,38,2,36,2,58,0,65,4,3.7,37.0,4.3,43.0,5.8,19.33,4.2,42.0,9.5,47.5,4.1,20.5,3.8,19.0,3.6,18.0,5.8,58.0,6.5,16.25,275,6,5.5,45.83,238,10,4.76,23.8
238193,52,2,30,3,44,0,51,1,28,4,55,0,45,1,44,2,39,2,17,1,5.2,26.0,3.0,10.0,4.4,44.0,5.1,51.0,2.8,7.0,5.5,55.0,4.5,45.0,4.4,22.0,3.9,19.5,1.7,17.0,205,10,4.1,20.5,200,6,4.0,33.33
238194,39,1,66,2,45,0,40,1,77,6,53,0,47,0,57,2,50,0,65,1,3.9,39.0,6.6,33.0,4.5,45.0,4.0,40.0,7.7,12.83,5.3,53.0,4.7,47.0,5.7,28.5,5.0,50.0,6.5,65.0,267,10,5.34,26.7,272,3,5.44,90.67
238196,26,3,37,0,56,0,38,3,58,2,50,2,65,1,36,1,49,0,0,0,2.6,8.67,3.7,37.0,5.6,56.0,3.8,12.67,5.8,29.0,5.0,25.0,6.5,65.0,3.6,36.0,4.9,49.0,0.0,0.0,215,8,4.3,26.88,200,4,4.0,50.0
238197,45,1,41,1,53,1,50,2,89,2,6,4,34,1,34,3,16,2,0,0,4.5,45.0,4.1,41.0,5.3,53.0,5.0,25.0,8.9,44.5,0.6,1.5,3.4,34.0,3.4,11.33,1.6,8.0,0.0,0.0,278,7,5.56,39.71,90,10,1.8,9.0
238198,39,1,40,0,34,1,49,0,82,4,36,1,27,3,47,1,56,0,56,5,3.9,39.0,4.0,40.0,3.4,34.0,4.9,49.0,8.2,20.5,3.6,36.0,2.7,9.0,4.7,47.0,5.6,56.0,5.6,11.2,244,6,4.88,40.67,222,10,4.44,22.2
238199,20,2,60,1,48,1,35,1,72,4,57,0,41,1,34,3,51,2,51,3,2.0,10.0,6.0,60.0,4.8,48.0,3.5,35.0,7.2,18.0,5.7,57.0,4.1,41.0,3.4,11.33,5.1,25.5,5.1,17.0,235,9,4.7,26.11,234,9,4.68,26.0
238200,66,0,51,1,86,0,89,1,123,2,73,1,81,0,107,1,63,3,94,4,6.6,66.0,5.1,51.0,8.6,86.0,8.9,89.0,12.3,61.5,7.3,73.0,8.1,81.0,10.7,107.0,6.3,21.0,9.4,23.5,415,4,8.3,103.75,418,9,8.36,46.44
238213,26,2,19,0,49,1,35,3,59,2,0,0,0,0,0,0,0,0,0,0,2.6,13.0,1.9,19.0,4.9,49.0,3.5,11.67,5.9,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,8,3.76,23.5,0,0,0.0,0.0
238214,26,3,23,3,32,1,24,1,11,2,27,3,14,2,23,0,26,1,25,0,2.6,8.67,2.3,7.67,3.2,32.0,2.4,24.0,1.1,5.5,2.7,9.0,1.4,7.0,2.3,23.0,2.6,26.0,2.5,25.0,116,10,2.32,11.6,115,6,2.3,19.17
238215,45,0,35,1,31,2,37,2,64,5,61,1,49,0,36,2,39,1,30,2,4.5,45.0,3.5,35.0,3.1,15.5,3.7,18.5,6.4,12.8,6.1,61.0,4.9,49.0,3.6,18.0,3.9,39.0,3.0,15.0,212,10,4.24,21.2,215,6,4.3,35.83
239907,11,1,27,0,38,1,39,2,22,5,23,1,37,1,36,2,42,1,0,0,1.1,11.0,2.7,27.0,3.8,38.0,3.9,19.5,2.2,4.4,2.3,23.0,3.7,37.0,3.6,18.0,4.2,42.0,0.0,0.0,137,9,2.74,15.22,138,5,2.76,27.6
239908,25,0,46,1,38,2,43,2,76,4,33,3,23,1,29,2,17,3,21,1,2.5,25.0,4.6,46.0,3.8,19.0,4.3,21.5,7.6,19.0,3.3,11.0,2.3,23.0,2.9,14.5,1.7,5.67,2.1,21.0,228,9,4.56,25.33,123,10,2.46,12.3
239911,18,1,22,2,41,1,21,3,39,3,56,0,52,0,41,0,0,0,0,0,1.8,18.0,2.2,11.0,4.1,41.0,2.1,7.0,3.9,13.0,5.6,56.0,5.2,52.0,4.1,41.0,0.0,0.0,0.0,0.0,141,10,2.82,14.1,149,0,2.98,149.0
239912,38,1,50,0,46,0,27,2,85,3,47,2,9,0,0,0,0,0,0,0,3.8,38.0,5.0,50.0,4.6,46.0,2.7,13.5,8.5,28.33,4.7,23.5,0.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,246,6,4.92,41.0,56,2,1.12,28.0
239913,23,1,49,0,35,1,65,1,76,5,32,2,28,0,33,3,26,0,19,5,2.3,23.0,4.9,49.0,3.5,35.0,6.5,65.0,7.6,15.2,3.2,16.0,2.8,28.0,3.3,11.0,2.6,26.0,1.9,3.8,248,8,4.96,31.0,138,10,2.76,13.8
239916,17,2,30,2,32,0,39,2,67,3,34,2,28,2,32,0,35,3,51,3,1.7,8.5,3.0,15.0,3.2,32.0,3.9,19.5,6.7,22.33,3.4,17.0,2.8,14.0,3.2,32.0,3.5,11.67,5.1,17.0,185,9,3.7,20.56,180,10,3.6,18.0
239917,58,1,51,1,55,1,36,2,29,4,31,2,48,0,40,2,46,0,66,2,5.8,58.0,5.1,51.0,5.5,55.0,3.6,18.0,2.9,7.25,3.1,15.5,4.8,48.0,4.0,20.0,4.6,46.0,6.6,33.0,229,9,4.58,25.44,231,6,4.62,38.5
239918,27,2,33,1,47,0,38,1,56,3,45,2,24,0,42,1,64,1,29,0,2.7,13.5,3.3,33.0,4.7,47.0,3.8,38.0,5.6,18.67,4.5,22.5,2.4,24.0,4.2,42.0,6.4,64.0,2.9,29.0,201,7,4.02,28.71,204,4,4.08,51.0
239919,46,1,35,1,28,0,46,2,80,2,44,2,59,1,37,1,38,3,38,3,4.6,46.0,3.5,35.0,2.8,28.0,4.6,23.0,8.0,40.0,4.4,22.0,5.9,59.0,3.7,37.0,3.8,12.67,3.8,12.67,235,6,4.7,39.17,216,10,4.32,21.6
244510,34,1,41,3,24,0,40,1,50,5,40,1,34,1,34,0,24,2,46,0,3.4,34.0,4.1,13.67,2.4,24.0,4.0,40.0,5.0,10.0,4.0,40.0,3.4,34.0,3.4,34.0,2.4,12.0,4.6,46.0,189,10,3.78,18.9,178,4,3.56,44.5
244511,46,0,51,0,55,1,54,0,55,4,38,2,27,1,40,2,69,2,26,3,4.6,46.0,5.1,51.0,5.5,55.0,5.4,54.0,5.5,13.75,3.8,19.0,2.7,27.0,4.0,20.0,6.9,34.5,2.6,8.67,261,5,5.22,52.2,200,10,4.0,20.0
247457,37,1,27,1,30,1,54,0,82,6,35,2,26,1,41,1,38,2,43,4,3.7,37.0,2.7,27.0,3.0,30.0,5.4,54.0,8.2,13.67,3.5,17.5,2.6,26.0,4.1,41.0,3.8,19.0,4.3,10.75,230,9,4.6,25.56,183,10,3.66,18.3
247458,58,0,40,1,61,1,73,1,93,3,29,3,29,2,33,1,24,2,0,1,5.8,58.0,4.0,40.0,6.1,61.0,7.3,73.0,9.3,31.0,2.9,9.67,2.9,14.5,3.3,33.0,2.4,12.0,0.0,0.0,325,6,6.5,54.17,115,9,2.3,12.78
247460,51,1,34,1,53,0,74,1,79,3,20,4,25,3,24,3,0,0,0,0,5.1,51.0,3.4,34.0,5.3,53.0,7.4,74.0,7.9,26.33,2.0,5.0,2.5,8.33,2.4,8.0,0.0,0.0,0.0,0.0,291,6,5.82,48.5,69,10,1.38,6.9
247461,40,2,33,2,31,1,48,1,59,3,45,1,36,0,44,4,41,0,45,5,4.0,20.0,3.3,16.5,3.1,31.0,4.8,48.0,5.9,19.67,4.5,45.0,3.6,36.0,4.4,11.0,4.1,41.0,4.5,9.0,211,9,4.22,23.44,211,10,4.22,21.1
247462,47,1,65,1,98,0,132,1,0,0,13,2,31,2,36,1,45,4,0,0,4.7,47.0,6.5,65.0,9.8,98.0,13.2,132.0,0.0,0.0,1.3,6.5,3.1,15.5,3.6,36.0,4.5,11.25,0.0,0.0,342,3,6.84,114.0,125,9,2.5,13.89
247463,24,2,38,1,41,0,31,4,62,0,40,3,34,1,53,0,46,0,11,0,2.4,12.0,3.8,38.0,4.1,41.0,3.1,7.75,6.2,62.0,4.0,13.33,3.4,34.0,5.3,53.0,4.6,46.0,1.1,11.0,196,7,3.92,28.0,184,4,3.68,46.0
247464,16,2,33,1,30,1,45,0,51,6,36,1,43,2,33,0,40,1,27,1,1.6,8.0,3.3,33.0,3.0,30.0,4.5,45.0,5.1,8.5,3.6,36.0,4.3,21.5,3.3,33.0,4.0,40.0,2.7,27.0,175,10,3.5,17.5,179,5,3.58,35.8
247465,29,2,20,3,33,1,15,2,6,2,31,2,21,0,25,2,34,3,8,0,2.9,14.5,2.0,6.67,3.3,33.0,1.5,7.5,0.6,3.0,3.1,15.5,2.1,21.0,2.5,12.5,3.4,11.33,0.8,8.0,103,10,2.06,10.3,119,7,2.38,17.0
247466,54,0,55,2,40,1,64,0,126,2,40,4,47,3,30,3,0,0,0,0,5.4,54.0,5.5,27.5,4.0,40.0,6.4,64.0,12.6,63.0,4.0,10.0,4.7,15.67,3.0,10.0,0.0,0.0,0.0,0.0,339,5,6.78,67.8,117,10,2.34,11.7
247467,41,0,44,1,38,0,42,3,95,2,46,2,21,2,52,0,45,2,48,1,4.1,41.0,4.4,44.0,3.8,38.0,4.2,14.0,9.5,47.5,4.6,23.0,2.1,10.5,5.2,52.0,4.5,22.5,4.8,48.0,260,6,5.2,43.33,212,7,4.24,30.29
247468,57,1,56,0,80,1,57,2,132,1,29,2,23,3,40,2,29,1,8,2,5.7,57.0,5.6,56.0,8.0,80.0,5.7,28.5,13.2,132.0,2.9,14.5,2.3,7.67,4.0,20.0,2.9,29.0,0.8,4.0,382,5,7.64,76.4,129,10,2.58,12.9
247469,23,3,26,1,38,0,37,0,55,1,21,0,42,2,39,1,41,1,39,0,2.3,7.67,2.6,26.0,3.8,38.0,3.7,37.0,5.5,55.0,2.1,21.0,4.2,21.0,3.9,39.0,4.1,41.0,3.9,39.0,179,5,3.58,35.8,182,4,3.64,45.5
247470,30,0,30,3,19,2,29,1,66,2,76,0,77,1,33,2,0,0,0,0,3.0,30.0,3.0,10.0,1.9,9.5,2.9,29.0,6.6,33.0,7.6,76.0,7.7,77.0,3.3,16.5,0.0,0.0,0.0,0.0,174,8,3.48,21.75,186,3,3.72,62.0
247471,39,1,58,0,45,1,62,1,98,4,19,2,46,2,47,2,39,1,20,3,3.9,39.0,5.8,58.0,4.5,45.0,6.2,62.0,9.8,24.5,1.9,9.5,4.6,23.0,4.7,23.5,3.9,39.0,2.0,6.67,302,7,6.04,43.14,171,10,3.42,17.1
247472,55,0,52,1,36,0,63,1,88,2,25,3,19,2,31,2,30,3,0,0,5.5,55.0,5.2,52.0,3.6,36.0,6.3,63.0,8.8,44.0,2.5,8.33,1.9,9.5,3.1,15.5,3.0,10.0,0.0,0.0,294,4,5.88,73.5,105,10,2.1,10.5
247473,31,1,58,1,67,1,82,1,95,6,23,3,72,7,0,0,0,0,0,0,3.1,31.0,5.8,58.0,6.7,67.0,8.2,82.0,9.5,15.83,2.3,7.67,7.2,10.29,0.0,0.0,0.0,0.0,0.0,0.0,333,10,6.66,33.3,95,10,1.9,9.5
247474,14,4,51,1,32,3,24,2,0,0,60,2,39,0,35,0,0,0,0,0,1.4,3.5,5.1,51.0,3.2,10.67,2.4,12.0,0.0,0.0,6.0,30.0,3.9,39.0,3.5,35.0,0.0,0.0,0.0,0.0,121,10,2.42,12.1,134,2,2.68,67.0
247475,32,0,83,0,56,1,66,2,102,2,70,1,28,0,47,1,44,4,37,4,3.2,32.0,8.3,83.0,5.6,56.0,6.6,33.0,10.2,51.0,7.0,70.0,2.8,28.0,4.7,47.0,4.4,11.0,3.7,9.25,339,5,6.78,67.8,226,10,4.52,22.6
247476,28,1,31,1,44,1,51,1,73,2,40,1,44,2,29,3,40,3,24,1,2.8,28.0,3.1,31.0,4.4,44.0,5.1,51.0,7.3,36.5,4.0,40.0,4.4,22.0,2.9,9.67,4.0,13.33,2.4,24.0,227,6,4.54,37.83,177,10,3.54,17.7
247477,39,1,26,1,25,2,32,2,39,2,50,1,57,0,36,1,40,0,0,0,3.9,39.0,2.6,26.0,2.5,12.5,3.2,16.0,3.9,19.5,5.0,50.0,5.7,57.0,3.6,36.0,4.0,40.0,0.0,0.0,161,8,3.22,20.12,183,2,3.66,91.5
247478,77,0,72,1,43,1,82,0,89,4,70,0,81,0,43,1,50,3,33,6,7.7,77.0,7.2,72.0,4.3,43.0,8.2,82.0,8.9,22.25,7.0,70.0,8.1,81.0,4.3,43.0,5.0,16.67,3.3,5.5,363,6,7.26,60.5,277,10,5.54,27.7
247479,23,1,38,3,40,2,42,1,12,3,52,2,58,0,45,1,11,0,0,0,2.3,23.0,3.8,12.67,4.0,20.0,4.2,42.0,1.2,4.0,5.2,26.0,5.8,58.0,4.5,45.0,1.1,11.0,0.0,0.0,155,10,3.1,15.5,166,3,3.32,55.33
247480,18,3,58,4,7,2,0,0,0,0,33,3,42,0,0,0,0,0,0,0,1.8,6.0,5.8,14.5,0.7,3.5,0.0,0.0,0.0,0.0,3.3,11.0,4.2,42.0,0.0,0.0,0.0,0.0,0.0,0.0,83,9,1.66,9.22,75,3,1.5,25.0
247481,48,1,39,1,70,0,51,2,93,2,15,3,33,0,56,2,68,2,31,3,4.8,48.0,3.9,39.0,7.0,70.0,5.1,25.5,9.3,46.5,1.5,5.0,3.3,33.0,5.6,28.0,6.8,34.0,3.1,10.33,301,6,6.02,50.17,203,10,4.06,20.3
247482,44,1,38,2,25,2,48,0,46,5,44,1,57,1,45,0,28,3,25,4,4.4,44.0,3.8,19.0,2.5,12.5,4.8,48.0,4.6,9.2,4.4,44.0,5.7,57.0,4.5,45.0,2.8,9.33,2.5,6.25,201,10,4.02,20.1,199,9,3.98,22.11
247483,24,1,50,1,36,2,36,2,22,4,35,2,36,0,47,1,55,0,0,0,2.4,24.0,5.0,50.0,3.6,18.0,3.6,18.0,2.2,5.5,3.5,17.5,3.6,36.0,4.7,47.0,5.5,55.0,0.0,0.0,168,10,3.36,16.8,173,3,3.46,57.67
247484,35,2,40,0,37,2,43,0,93,3,34,2,34,1,36,1,34,2,63,4,3.5,17.5,4.0,40.0,3.7,18.5,4.3,43.0,9.3,31.0,3.4,17.0,3.4,34.0,3.6,36.0,3.4,17.0,6.3,15.75,248,7,4.96,35.43,201,10,4.02,20.1
247485,37,4,43,1,17,1,0,0,0,0,68,0,38,0,0,0,0,0,0,0,3.7,9.25,4.3,43.0,1.7,17.0,0.0,0.0,0.0,0.0,6.8,68.0,3.8,38.0,0.0,0.0,0.0,0.0,0.0,0.0,97,6,1.94,16.17,106,0,2.12,106.0
247486,28,2,53,0,56,0,67,1,74,2,34,2,23,1,33,0,62,4,27,3,2.8,14.0,5.3,53.0,5.6,56.0,6.7,67.0,7.4,37.0,3.4,17.0,2.3,23.0,3.3,33.0,6.2,15.5,2.7,9.0,278,5,5.56,55.6,179,10,3.58,17.9
247487,23,0,36,2,38,1,21,4,39,3,44,1,42,0,81,0,0,0,0,0,2.3,23.0,3.6,18.0,3.8,38.0,2.1,5.25,3.9,13.0,4.4,44.0,4.2,42.0,8.1,81.0,0.0,0.0,0.0,0.0,157,10,3.14,15.7,167,1,3.34,167.0
247488,17,1,41,2,53,2,33,3,0,0,60,1,31,2,56,0,13,0,0,0,1.7,17.0,4.1,20.5,5.3,26.5,3.3,11.0,0.0,0.0,6.0,60.0,3.1,15.5,5.6,56.0,1.3,13.0,0.0,0.0,144,8,2.88,18.0,160,3,3.2,53.33
247489,42,1,31,1,51,0,49,2,45,6,33,2,51,0,35,1,35,3,73,2,4.2,42.0,3.1,31.0,5.1,51.0,4.9,24.5,4.5,7.5,3.3,16.5,5.1,51.0,3.5,35.0,3.5,11.67,7.3,36.5,218,10,4.36,21.8,227,8,4.54,28.38
247490,33,0,31,3,36,1,49,1,78,3,36,1,26,3,28,2,43,2,37,2,3.3,33.0,3.1,10.33,3.6,36.0,4.9,49.0,7.8,26.0,3.6,36.0,2.6,8.67,2.8,14.0,4.3,21.5,3.7,18.5,227,8,4.54,28.38,170,10,3.4,17.0
247491,34,2,62,0,59,1,25,2,49,5,48,0,39,2,42,0,65,0,43,1,3.4,17.0,6.2,62.0,5.9,59.0,2.5,12.5,4.9,9.8,4.8,48.0,3.9,19.5,4.2,42.0,6.5,65.0,4.3,43.0,229,10,4.58,22.9,237,3,4.74,79.0
247492,51,1,36,2,40,1,37,1,83,3,24,2,36,1,44,1,17,6,0,0,5.1,51.0,3.6,18.0,4.0,40.0,3.7,37.0,8.3,27.67,2.4,12.0,3.6,36.0,4.4,44.0,1.7,2.83,0.0,0.0,247,8,4.94,30.88,121,10,2.42,12.1
247493,31,1,75,0,44,0,64,1,133,2,61,1,59,3,45,2,50,2,67,1,3.1,31.0,7.5,75.0,4.4,44.0,6.4,64.0,13.3,66.5,6.1,61.0,5.9,19.67,4.5,22.5,5.0,25.0,6.7,67.0,347,4,6.94,86.75,282,9,5.64,31.33
247494,32,3,43,3,23,1,30,3,0,0,20,1,38,1,37,2,27,2,7,0,3.2,10.67,4.3,14.33,2.3,23.0,3.0,10.0,0.0,0.0,2.0,20.0,3.8,38.0,3.7,18.5,2.7,13.5,0.7,7.0,128,10,2.56,12.8,129,6,2.58,21.5
247495,17,2,50,1,36,1,42,2,57,1,49,1,38,0,43,1,35,2,31,0,1.7,8.5,5.0,50.0,3.6,36.0,4.2,21.0,5.7,57.0,4.9,49.0,3.8,38.0,4.3,43.0,3.5,17.5,3.1,31.0,202,7,4.04,28.86,196,4,3.92,49.0
247496,22,4,37,3,16,3,0,0,0,0,67,1,12,0,0,0,0,0,0,0,2.2,5.5,3.7,12.33,1.6,5.33,0.0,0.0,0.0,0.0,6.7,67.0,1.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,75,10,1.5,7.5,79,1,1.58,79.0
247497,10,2,38,1,36,0,43,1,55,3,37,1,26,1,49,0,31,1,41,2,1.0,5.0,3.8,38.0,3.6,36.0,4.3,43.0,5.5,18.33,3.7,37.0,2.6,26.0,4.9,49.0,3.1,31.0,4.1,20.5,182,7,3.64,26.0,184,5,3.68,36.8
247498,26,0,38,0,35,2,50,1,71,4,32,1,48,3,27,1,40,3,0,2,2.6,26.0,3.8,38.0,3.5,17.5,5.0,50.0,7.1,17.75,3.2,32.0,4.8,16.0,2.7,27.0,4.0,13.33,0.0,0.0,220,7,4.4,31.43,147,10,2.94,14.7
247499,22,3,37,0,46,0,53,2,49,5,53,0,54,2,45,1,56,0,15,0,2.2,7.33,3.7,37.0,4.6,46.0,5.3,26.5,4.9,9.8,5.3,53.0,5.4,27.0,4.5,45.0,5.6,56.0,1.5,15.0,207,10,4.14,20.7,223,3,4.46,74.33
247500,27,1,34,2,34,0,27,5,16,2,77,1,71,0,0,0,0,0,0,0,2.7,27.0,3.4,17.0,3.4,34.0,2.7,5.4,1.6,8.0,7.7,77.0,7.1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10,2.76,13.8,148,1,2.96,148.0
247501,31,3,12,4,25,3,0,0,0,0,73,2,0,0,0,0,0,0,0,0,3.1,10.33,1.2,3.0,2.5,8.33,0.0,0.0,0.0,0.0,7.3,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,10,1.36,6.8,73,2,1.46,36.5
